Analyte Area	y	H3N2	H3N2F1	H4N2	H3N3	H4N2F1	H5N2	H3N3F1	H4N3	H3N4	H6N2	H4N3F1	H5N3	H3N4F1	H4N4	H3N5	H7N2	H4N3S1	H5N3F1	H6N3	H3N4S1	H4N4F1	H5N4	H3N5F1	H4N5	H8N2	H5N3S1	H5N4F1	H4N5F1	H5N5	H5N4S1F1	H9N2	H4N5S1F1	H5N4S1	H4N5F2	H5N5F1	H6N5	H4N6F1	H10N2	H5N6	H5N4S1F1	H5N5S1	H6N5F1	H3N6S1F1	H5N6F1	H5N5S1F1	H6N5S1	H5N6F2	H6N6F1	H7N6	H6N5S1F1	H7N6F1	H6N7F1	H7N6F2	H7N7F1	H7N6S1F1	H6N5S3	H8N7F1	H9N8F1	H10N9F1
s24_dhb_rep1_0_M15_1.xy	0	3601.120675	5986.325143	4391.555373	3945.058345	4826.448077	14565.80213	7028.010059	6271.175408	5788.0803	18324.22294	9429.95293	6935.544412	17010.24435	8951.233678	9624.707671	18835.39968	6857.061743	6998.472696	9106.381063	6254.104272	30297.4298	58188.75458	24157.35975	10606.78311	30969.68169	8339.024129	212806.1129	37087.6886	11400.72141	67589.34368	24450.86742	18371.63997	53752.60047	14149.94936	34740.6392	16239.72986	10505.98089	10648.86967	9276.471871	67589.34368	29268.4593	47681.7962	13933.88734	13336.81218	32258.31223	20560.36993	14946.16823	13643.52719	11476.51249	27094.82933	19484.57208	9070.000244	10131.07488	9373.851894	14289.2033	10694.62024	13154.69906	10030.40182	7527.069827
s24_dhb_rep2_0_M16_1.xy	0	4081.92703	7980.161732	5659.114556	4915.28805	5447.385494	21966.69056	9069.559151	8211.204528	7268.397332	26347.75016	11655.45151	8266.174019	22027.13006	11767.49059	12229.43594	24640.64094	8171.84983	7969.54268	11005.58336	6983.342288	37253.48686	79321.26352	29442.15587	12813.37785	37913.5839	9337.97979	255690.7733	43975.85856	13393.49659	82396.92376	29523.17981	20693.04605	70750.45964	16153.89393	39891.75569	18796.83888	11836.42538	12047.92905	10196.43655	82396.92376	33468.06323	53204.92692	15255.2002	14732.04187	37475.96046	24750.26588	17217.54191	15566.71007	12915.74706	32123.46452	21408.80618	9965.076373	11347.08617	10312.33799	16014.82031	11176.28482	13830.75298	10922.14252	8082.810138
s24_dhb_rep3_0_C1_1.xy	0	946.2922449	2207.617758	1258.171339	970.0403316	1073.988897	8771.143067	3275.006934	2427.026545	1843.943697	12085.32178	5443.442118	2777.115578	8957.264967	3764.731475	3922.114005	9395.586982	2185.737526	2917.139746	3849.875058	2221.309431	15549.89553	32153.93226	12378.94596	4026.779858	14991.33343	2912.323192	107124.7591	16409.28158	5200.892359	23522.25304	13118.14533	5986.795379	22299.74834	5736.546531	16685.21911	7227.291055	3444.101899	4077.939837	3280.881435	23522.25304	9950.600792	24690.46029	4797.829558	4223.856954	10527.34642	6879.773456	5418.821241	4871.018634	3319.730203	8108.973344	7852.633142	2285.748938	2730.736009	2313.904314	3489.242574	2661.651418	3551.334919	2488.418164	1673.204079
s24_dhb_rep4_0_C2_1.xy	0	1359.179581	2595.99791	1550.146244	1215.530777	1288.547786	9256.718394	3891.322811	2701.118862	2210.821596	12065.65994	6156.460055	3084.950566	10789.08604	4559.381387	4806.159896	11094.09332	2750.128181	3635.644116	4763.438852	2735.770391	20475.46028	42060.8031	17386.59363	5577.657881	19811.32948	3990.867621	167508.4532	26911.74647	8560.691691	57206.02967	20457.72885	11202.59455	46289.40672	10377.20844	32025.48542	13115.35033	6010.544222	7020.777085	5561.565535	57206.02967	19405.45104	49336.94446	8751.685682	7951.95017	22469.99133	14943.53062	10923.23161	9599.067705	6465.085505	21017.63013	16477.85589	4235.083448	5747.926226	4847.1158	8352.518632	5985.973815	7706.893874	5035.269343	3743.24925
s25_dhb_rep1_0_L3_1.xy	0	3317.494363	3928.241743	3816.414928	3712.168202	4387.410914	9690.945736	5636.778131	5880.517486	4795.265902	8486.799352	7417.893117	5130.710997	7421.122689	6960.494141	5708.413621	9483.693163	4762.403759	5346.843257	5789.555566	5111.319203	12748.41549	29520.29883	9291.257186	6628.528333	15985.71502	6082.271026	51681.3472	15516.92752	7871.163365	7662.303336	18348.19534	8539.309202	8599.368874	10598.95933	18319.1461	13410.20839	7188.195984	6106.201238	5761.294671	7662.303336	16384.0115	21888.34888	8438.466606	8725.43181	11033.27518	7708.608426	8085.950058	9485.539075	8881.943959	7182.29805	12020.9948	6169.865065	6591.33902	6520.591867	6299.872624	6791.547558	8161.86716	8306.0534	7227.739639
s25_dhb_rep2_0_L4_1.xy	0	5688.002252	7905.645104	6928.531037	6622.42323	7072.801154	29532.51522	12782.52809	12918.07138	8891.822623	28074.10682	23292.81583	10383.95434	22901.84819	18700.08568	13377.47615	34919.81035	9246.301566	12384.33854	14885.35094	10400.98101	54261.64267	134439.5619	34282.1768	17242.2505	73428.82582	14088.10497	292750.4259	67697.36029	22025.08184	17781.58877	88052.55348	21822.36387	25091.41474	40734.80044	82344.08896	48349.66495	20150.38256	14650.0268	12756.62627	17781.58877	65030.41993	100192.3644	23771.47494	23144.54586	34278.94987	18513.10795	21522.48192	28683.31815	23188.5259	15904.92641	40822.83476	12488.05879	13884.37144	14098.83611	12549.60432	15007.70195	20939.64503	17255.62487	12628.62647
S25_dhb_rep3_0_A11_1.xy	0	4702.085306	7756.960759	6286.752317	6689.192758	6254.648181	27492.09507	20414.58004	13429.14578	9806.536771	24765.50683	33162.54461	11336.20607	26685.57581	21741.51288	13726.23451	30742.74548	9595.541106	18947.27702	16154.92076	13060.68223	58169.48892	119480.499	62782.8296	20519.14753	54520.15116	14553.98785	241564.9512	60194.38668	34383.99867	17264.14832	58399.40157	19971.91472	23357.51216	33701.24488	62530.39959	37075.70467	24907.64772	22426.38588	18856.08626	17264.14832	48448.5343	68458.32711	22839.83721	22434.95454	26239.61753	15583.49399	18239.69224	21232.80582	17450.55019	11998.98891	27108.67346	10613.08448	9651.278045	10897.33831	8479.533275	12258.59814	16531.65609	14335.46286	10188.65473
S25_dhb_rep4_0_A12_1.xy	0	1831.944697	3876.794665	3115.159263	3192.644391	3413.303729	20704.13246	11322.83708	9394.888369	6024.225157	24239.06163	26193.33133	8583.313628	22442.15642	18185.41709	11652.01553	36073.02988	7392.304529	14931.93274	14206.2296	9999.523001	59620.06684	148329.2921	50549.55842	17051.36912	72615.32412	12060.13745	289653.9588	61819.93062	24787.7191	15098.36835	75942.11406	17211.86379	21670.88623	33500.51154	67650.67908	42448.77747	19808.51501	15946.30264	13030.86457	15098.36835	50094.80071	78772.00878	19548.37444	18920.23085	26453.7833	13721.96785	16228.43716	21649.003	17777.72387	11024.22854	32380.56348	8779.229225	9312.58395	9882.233163	7807.500986	11305.93775	16563.04358	12622.06694	8255.437824
s26_dhb_rep1_0_N13_1.xy	0	6621.880333	11638.74264	8115.664888	11671.41892	8095.365909	55382.72445	30146.054	24981.05194	21181.18109	70576.08478	49844.76915	23203.04408	118533.9505	46035.25611	83596.7077	57583.79307	15231.12485	25243.90028	32949.38214	19296.33255	206770.7548	445720.5853	211706.2475	43106.31765	109022.2422	21520.27194	887995.4606	184182.6617	43495.41956	59678.87919	95519.04489	32675.48587	80360.63218	60282.94017	170462.5823	97302.82139	28679.92603	23821.45578	20492.24141	59678.87919	44693.82235	242845.0822	45107.23751	42141.77346	30617.85578	35818.22063	30067.96056	46012.29967	34328.26186	31750.40689	78040.69133	21098.46976	20553.42446	24855.3888	18121.20286	20184.48411	28854.52221	19783.66836	13144.05833
s26_dhb_rep2_0_N14_1.xy	0	5253.175829	8433.370094	6104.557307	8129.778218	6654.367323	31660.89842	18468.78611	15189.61478	12922.28419	37437.38312	28097.90065	14081.44718	62281.78674	24187.29293	42233.56148	28913.36514	9899.936998	14452.65857	17740.68822	11679.22181	103829.4554	213302.9361	108171.148	23215.70133	51317.34683	13273.60363	461308.4923	95485.23135	23180.02744	36071.35726	47934.70962	19411.49512	44341.52691	32798.75647	91103.74752	49670.8703	16363.92174	13967.61373	12342.1103	36071.35726	25893.55202	126765.545	26998.56844	24442.25113	19440.54802	21559.66437	18301.46449	26892.98805	20177.13071	20781.74831	43137.59906	14038.42232	13835.12919	15853.89616	12886.33097	13841.50341	18673.88361	14342.08351	10582.9806
s26_dhb_rep3_0_C23_1.xy	0	1803.220686	3855.715176	2405.107033	3572.865901	2493.163154	19495.42676	11607.90453	8844.519515	6947.18111	29212.79191	22080.8903	9835.392481	50100.1631	18639.78888	33002.53897	25865.63959	6640.313492	12918.85801	15688.37791	8926.830442	99856.8223	213170.3287	110618.0647	21104.70819	58535.38553	10577.93315	536319.8529	98233.31169	26923.90378	35311.02299	53818.59921	18541.15163	43425.01815	35550.21604	98304.86083	57473.7427	17796.24762	15372.58038	12472.28188	35311.02299	27014.84933	157899.4252	28318.79642	25055.0872	17840.5368	20693.09656	17336.52946	28091.18654	20823.80253	18912.04876	52905.59335	12149.78221	12046.51115	14698.77407	10372.15192	11930.14511	17942.28747	11148.90486	6298.861342
s26_dhb_rep4_0_C24_1.xy	0	2553.542232	5143.444428	3123.183321	5038.903765	3033.543555	24887.6553	16964.46998	10893.32954	8913.641305	34042.18263	29217.69767	10975.83055	57851.64921	21282.80151	36686.8469	27628.94554	7655.128152	15814.62828	16488.5765	10374.70259	105642.9083	214246.7194	129058.6687	24322.79392	57445.1327	11895.31246	517750.1588	97818.4165	36116.78153	34035.52256	52721.23857	18933.21542	43136.38483	34463.22086	95660.88936	55792.92848	21957.96364	18161.69806	14990.47089	34035.52256	27714.06638	148056.4359	28320.6538	25723.6136	18190.36002	21126.31958	17604.15967	27423.0473	20220.31007	18539.43828	50855.46509	12419.0012	12100.98228	14750.18695	10636.47289	12677.12921	18032.47104	11328.59259	6720.866955
s27_dhb_rep1_0_M13_1.xy	0	6221.681639	10675.36028	8207.884449	11793.66039	8630.93773	34794.59642	25876.3861	18480.60639	15372.32317	29205.14674	34922.8382	18704.372	67707.316	29674.5108	11560.1384	29642.99377	13548.14933	15969.20331	23543.76016	14129.67107	151632.6691	192675.4754	32105.94753	19071.65212	40129.2305	18388.19202	1042266.607	77126.45039	25593.75872	231290.5199	35014.47839	33419.66089	95184.65669	25086.02651	74089.89697	36362.63522	22909.86853	20594.49384	18874.34504	231290.5199	36114.60914	152146.323	30333.85771	26126.40843	30923.62933	32420.37577	19428.16732	25801.35438	22302.74576	52155.96609	47905.76781	16147.91042	16659.82689	16434.25026	24161.95668	23153.19631	33095.17961	19914.23242	11137.94859
s27_dhb_rep2_0_M14_1.xy	0	4985.871825	7889.0967	6020.208339	8902.041395	7121.009241	29028.83116	20430.37896	15669.61861	13391.05438	24162.9124	26356.37211	15699.89398	55129.87866	24079.96993	10099.82293	25284.29107	11651.33129	13402.52335	19765.60192	12017.28125	123645.046	153583.3755	26035.64635	15334.69616	35874.14577	16027.349	888021.0131	58306.85288	21873.08571	186100.3977	29947.96387	27742.19713	72140.46602	20387.73656	53311.82185	28565.46285	18659.59538	17036.34746	16191.48943	186100.3977	29957.7223	116069.4806	26458.93028	21106.72481	23444.81077	24895.69013	15596.65763	19570.63782	17865.85993	39867.50232	36038.13442	13054.97043	13108.00012	12751.31092	18834.60365	17310.2414	23953.11391	14613.66663	9825.37989
s27_dhb_rep3_0_B21_1.xy	0	2298.02445	4800.927759	3180.984191	5485.600995	3080.159602	23542.06189	16369.50682	10814.56269	8044.003396	19647.58932	24431.11932	11640.81884	41604.73013	17467.79061	5320.351226	17944.52512	6493.417834	9128.927014	13924.45643	7149.149964	104278.2869	135896.6169	21183.15959	10662.84568	27898.7451	10089.65344	932486.6712	55987.57782	19846.76524	246106.1988	29875.47992	22581.32518	81663.04445	17387.77509	73880.55928	34925.95576	13082.24294	13989.23415	12329.96567	246106.1988	26737.58551	192883.8263	21523.0667	17946.56357	23775.44517	26337.93367	12083.51123	20997.32792	17036.61239	51549.24703	61269.45543	10216.3121	11779.1422	10985.61485	18517.41695	21142.52308	33792.96779	21522.60874	13894.29153
s27_dhb_rep4_0_B22_1.xy	0	3240.683266	9022.713005	4862.099467	9978.179341	4724.136997	44147.60146	41573.87447	20003.75362	14765.12855	35347.48366	59712.36517	20413.98748	99060.54242	33861.96081	10229.93442	30928.51203	12167.08128	19220.98708	24829.95182	15215.32696	235984.6011	252698.6991	63659.80566	22598.88094	45961.35674	19467.11753	1702120.204	115783.2016	65943.42994	455821.4877	48474.08276	40104.81303	140776.7001	30921.43583	138517.2205	52488.58057	25623.69363	25923.70179	22890.26194	455821.4877	53978.64501	298226.8692	36322.49752	29258.37886	38908.55508	37208.14861	18234.80491	32325.82263	22648.30564	76907.80743	83033.06218	13968.06112	15093.6695	16116.82572	26208.00569	30838.91906	49996.56658	32868.07357	20498.80555
s28_dhb_rep1_0_M3_1.xy	0	6063.013226	10007.21441	7081.27176	9221.760423	7149.752235	32725.04435	23061.40845	13648.11737	14374.59506	27541.03609	25241.13086	10711.12609	59898.79763	21875.56279	18190.30481	22717.33038	13479.05088	11306.05893	12799.55517	11634.93662	78549.09994	73363.14042	40217.27003	15219.58842	28881.01037	16944.45349	232428.2802	45467.37209	16775.51837	126708.718	26728.43443	23438.07995	92394.54743	19000.77545	47111.82817	22176.49068	14937.96577	13575.73297	13027.44656	126708.718	29283.66905	48433.70515	20437.82232	19286.44415	32216.1718	30470.98402	15950.14007	20573.39929	19105.73711	35915.33536	19578.23538	12288.22175	13140.85991	12904.37565	15234.94414	12410.94241	14317.84821	13159.90274	9678.575278
s28_dhb_rep2_0_M4_1.xy	0	6326.272268	10665.43475	7211.201536	10364.16698	6838.079856	40184.38526	27813.45367	15618.24848	16920.47095	36108.44529	32572.59466	12837.22158	86469.02315	28465.79149	24037.4614	31354.93638	17235.85362	13160.05772	16022.7371	13619.07609	130960.5145	120542.946	67108.9103	20750.45748	46113.34372	19306.26117	461265.3571	86034.51736	23664.8394	305167.32	45620.67724	40760.21141	201579.2333	31542.80435	97640.39078	38273.76341	22511.07883	20160.71466	18204.62787	305167.32	53681.18789	106401.653	32299.65727	30698.34376	65008.52999	61131.32913	26345.82403	39085.95975	35541.42566	81678.14413	38899.07452	18784.82715	22488.48683	22881.48817	30805.6495	21821.13447	28607.15271	24560.70042	15392.90103
s28_dhb_rep3_0_B11_1.xy	0	1927.041423	3954.432941	2214.476942	3334.433278	1665.849879	14318.7596	9766.01958	5334.211796	4947.449583	13589.33956	11999.42363	4322.703433	30284.9029	8942.167451	7469.331714	11433.24876	4960.756681	4489.398465	5539.070763	4018.922322	50144.82099	49124.42013	25207.59643	7254.468426	18783.97905	5861.548119	218357.9645	33349.70505	9901.000022	140087.5765	18478.69048	16487.66936	86093.98983	12505.70883	42909.41527	18003.11983	7880.405942	7548.822775	6641.511566	140087.5765	24142.64996	55805.96671	13602.76622	11571.31357	28359.16472	29818.11093	10076.79975	16714.43238	15316.58157	39798.67908	20061.9659	6684.207147	9898.38518	9511.136257	14777.9077	9642.923833	13149.30387	9907.061223	4994.130367
s28_dhb_rep4_0_B12_1.xy	0	4130.539856	8270.230877	4482.697376	7110.124799	3672.594538	29563.33603	24460.93921	11015.98237	11437.25454	24371.22169	26286.24329	8195.379083	58198.37427	18884.1734	16584.68311	19269.66788	10390.57409	10591.23641	10204.59869	9017.62012	81603.83299	75404.02073	52692.25958	15718.91934	27722.02691	12347.82395	269104.4002	52602.78565	24324.79633	142240.5013	26964.39395	24680.35312	101811.2439	20269.11173	58216.1073	24198.94085	15314.83244	15380.45954	14969.48172	142240.5013	37423.92253	58127.87972	21179.65123	19169.02673	33721.1051	32194.58278	15857.98165	21214.19302	18527.68713	37630.84519	19687.32266	10113.73163	11279.05043	11260.13539	13874.40429	10531.39409	13015.64308	10366.32039	6520.914674
s29_dhb_rep1_0_L15_1.xy	0	4952.966045	7412.037628	6554.351912	7953.155284	6363.994377	40643.67489	20557.69295	15655.49389	11933.96603	33818.17986	28437.09941	12788.90256	63011.57122	22434.47934	28545.80529	30551.78383	12265.21479	12250.5913	16321.93483	12872.15516	123513.2966	130136.541	66048.12043	21573.24684	46396.72574	15229.68779	481747.4425	77302.07104	22017.98983	202857.1842	44322.08144	31056.42801	130419.81	23638.60007	75632.8247	28870.87685	16093.41028	15866.84205	14297.34742	202857.1842	34717.00333	100973.4473	41345.96481	19535.05178	44672.91051	32243.07542	16541.63788	21607.07278	18089.80049	58088.51489	30377.98389	12141.87122	14425.1466	12918.914	21562.64848	13692.73239	17105.89661	15852.12424	12885.83997
s29_dhb_rep2_0_L16_1.xy	0	3525.507876	4886.327262	4155.431761	4932.380364	4753.62606	21388.39883	11283.71382	9139.252752	7312.730557	18114.87092	15455.76392	7846.615173	33344.89528	12588.62647	16283.20726	17220.51807	7612.235399	7707.088457	9415.665335	7700.149678	63263.54706	65577.76921	34953.45603	12524.31944	24509.00126	9189.355215	247047.1638	40794.49693	12031.912	111731.4434	23732.70905	18272.55629	70577.2455	13287.4747	40011.11307	16131.45905	9472.543031	9540.751228	8431.657901	111731.4434	19652.72286	55014.96135	23085.20925	11587.21481	25936.18017	18457.19288	9711.804118	12476.19823	10662.89658	34161.13317	17040.57702	7494.234914	9095.985702	7728.87175	13098.43896	8370.680373	10541.20773	10059.64641	8509.007792
s29_dhb_rep3_0_A23_1.xy	0	1364.206313	3012.708851	2218.504939	3088.795948	1817.739507	21530.94905	12829.22242	7788.073986	5215.062071	19355.22147	19524.11536	6537.257936	38922.23646	12850.69464	15852.20791	18243.62798	5918.980361	8013.807586	8872.500147	6988.679885	86915.12186	92216.2831	50449.51744	13975.07791	31260.79867	8389.436441	387505.276	55553.94413	21215.20647	152482.5688	30430.71226	21122.5989	91916.67145	15555.33844	58485.65448	20242.77178	10218.36491	11721.99759	9665.676417	152482.5688	27902.27624	84770.01645	27142.47292	12242.19043	30779.76965	21599.46014	9070.668415	13928.38213	10401.65	42424.68198	23659.94605	5612.202102	7701.965899	6631.896118	14400.11792	8154.373331	11890.98111	8734.135734	6327.303025
s29_dhb_rep4_0_A24_1.xy	0	2798.441125	5709.321869	4521.736416	6306.658938	3812.938467	40146.13959	23409.03213	15145.83324	10386.83424	37026.7111	35427.25123	12860.82638	69886.21945	24940.30434	30974.6549	35318.04903	11541.78907	14767.9891	17504.49191	13088.19342	160344.1992	182007.8898	93670.76976	27308.38941	61489.65603	16551.97183	737203.7616	106170.9673	39050.01968	298143.8264	60099.57255	41195.49078	183192.6456	30745.42744	115984.3375	41635.63048	20407.27985	22562.24183	18843.06004	298143.8264	53937.39758	171554.3215	52942.23198	24408.06733	61952.02781	44632.2331	18665.86001	28701.81917	21481.78503	87780.99683	49534.52818	11702.80882	16305.2148	13783.7866	30335.00996	17043.85003	24910.16045	18700.32502	13326.72356
s3_dhb_rep1_0_P19_1.xy	0	3493.18694	4229.85279	3961.781061	5156.868065	5307.875491	13790.56596	12459.19637	9802.247922	10695.50625	15889.9416	16452.14588	9351.791578	53065.34874	17520.19437	11716.89872	14417.25483	8326.954965	9311.988739	12262.56985	9402.043854	75279.44967	115016.3391	29355.88853	12109.25525	23001.79506	10593.83264	233994.5739	37237.38089	14495.15722	44796.56305	20230.96185	14202.23568	66190.60782	13398.78047	43039.73875	29215.57329	11091.28656	10276.45746	9877.832272	44796.56305	17443.95188	62775.78152	18231.139	13599.08622	14627.77306	20869.20082	10201.83941	14495.76352	12357.45977	18800.66967	21307.42675	8381.63716	8548.743389	8515.572051	8429.936872	13696.38797	8945.982191	7280.227317	6538.749397
s3_dhb_rep2_0_P20_1.xy	0	6365.7975	10344.81684	7542.427167	14012.87228	8693.524324	39535.91305	33490.98601	21516.78266	23627.15418	34292.73711	39272.67229	17791.33669	130677.8449	40577.38501	23310.95131	30016.09925	14219.31478	16776.75241	24076.54127	16238.36106	193577.9017	330517.5537	69988.3382	23657.26565	46487.17659	17101.64245	667131.0188	102769.5969	28933.56446	144363.4533	47158.46845	31240.88395	200951.8679	29082.47782	130665.6806	81334.46981	23729.08341	20438.8369	18998.9414	144363.4533	43811.02013	197253.6976	38665.3206	30961.78523	39133.59082	61260.13624	23277.35543	38815.12073	30706.4693	58201.78211	65903.29359	18629.37237	20647.71345	20585.49623	22442.21333	48588.50048	24388.42102	15820.34294	12652.60018
s3_dhb_rep3_0_F5_1.xy	0	8753.943344	18046.72931	10965.25234	26155.14158	10484.29684	79608.72804	76747.80231	38644.82778	41593.14176	61965.74232	82465.31346	29907.63454	252517.0944	74854.44268	40695.31307	49221.00819	21194.86061	30210.36154	37624.2193	24237.81128	358122.0733	595581.0645	199714.9191	49727.09193	76330.72722	25093.85267	1220649.362	181282.8383	82973.88023	253544.6608	80085.49825	50044.77611	359555.4033	52898.75606	233582.2914	143383.3352	49286.17075	40591.27599	36591.36754	253544.6608	81980.10429	346223.622	69224.84023	50673.49337	61861.6977	106452.9685	35017.21	69046.72552	54515.38043	115001.5327	129093.9852	26576.00662	40187.33546	37309.37092	49208.88324	43666.80527	66650.24299	50711.0783	33314.13483
s3_dhb_rep4_0_F6_1.xy	0	5669.225954	8902.773115	6794.349738	12148.26226	7601.709602	34275.40814	32448.13117	19453.4323	20727.38031	31118.61787	37734.57327	16575.33769	113910.659	36944.66519	22216.35946	27102.38111	13577.10304	17133.83411	22696.91096	16214.39833	172410.6588	287188.8035	87181.67866	26949.81429	41876.32189	16530.32897	596835.985	92202.48038	41284.77976	124750.0239	42078.72658	30442.7255	172523.0651	30003.70075	115893.793	74031.05266	26898.2742	23166.60668	20977.16417	124750.0239	45249.96593	167794.7623	40935.80196	29664.1099	35302.21754	55665.70639	21657.5065	38213.00003	30637.34928	57300.62063	65874.9612	16633.83421	22732.08724	21560.12265	26351.73818	24617.67008	36420.11726	27114.91741	17759.36373
s30_dhb_rep1_0_K23_1.xy	0	3307.8135	5243.757479	5013.304458	5580.743842	4813.380406	28683.93415	14675.26713	12342.13019	8761.117732	25253.40548	26063.01572	10131.83101	31789.83594	23192.20894	17672.82009	25109.75569	6615.157542	11570.26526	16438.1183	7818.176406	81778.78852	153692.938	36592.20651	16492.86427	42223.95034	10674.45017	366158.372	63262.02036	20233.59929	10947.1646	42363.38726	11900.83307	17580.75341	17210.97747	74762.61454	39547.57206	11525.39301	10705.62331	9806.932675	10947.1646	21072.85256	123328.1661	14749.62547	21063.01207	10917.909	14289.15786	12143.62061	29157.22936	18978.27945	10860.74165	56069.57099	12056.3966	11708.4261	16939.10342	9305.332498	17151.28407	27134.77731	20452.66875	14501.8973
s30_dhb_rep2_0_K24_1.xy	0	3780.696392	5413.94453	5081.777356	5364.725442	5475.465267	21893.0493	11728.9462	10368.40683	7991.736532	18564.72559	17345.86784	8452.982617	21005.17968	16086.93193	12004.85249	16886.11106	5937.28008	9416.28868	11751.98608	6768.646809	45918.00612	83972.82823	21425.04718	10987.15272	25088.10991	8568.607618	185465.5725	31927.06159	11876.24521	7509.487107	24249.74681	8759.200688	11189.81994	10732.69693	33709.11512	18934.29908	7893.5567	7624.403944	7289.86106	7509.487107	12469.56108	47771.1211	9228.570364	11353.47116	7879.129847	8972.404729	8178.714257	12937.56487	9724.885536	7406.618443	18891.65191	7395.341073	7021.572621	7980.679657	6173.554288	8002.184487	10304.8595	9455.04611	7835.804149
S30_dhb_rep3_0_A7_1.xy	0	3020.592535	6521.440881	5046.538201	5617.893966	3450.031284	35424.09873	24978.56874	12876.1905	8575.439806	26596.00044	36049.70771	9081.616634	34450.33901	23037.51796	14335.78414	23560.95785	5723.82283	16089.6842	14717.8516	7285.569524	84419.83357	139687.4979	69823.17692	18319.36823	39952.34801	10094.35148	365396.2551	58810.54653	38860.6231	8304.916128	37014.4079	8877.213629	15617.5684	15373.96922	60251.22358	27411.83289	14149.97858	13599.94895	11846.39909	8304.916128	16327.08699	92198.72358	11208.29419	15304.46373	8427.4661	9557.287636	8250.203876	19138.65926	11466.43823	6536.471007	34610.6896	7825.68338	7087.870267	10506.91992	5524.572174	11987.33015	19237.0223	15212.2349	9445.234905
S30_dhb_rep4_0_A8_1.xy	0	2867.717732	4395.113172	3782.08727	4410.811675	3407.891207	20420.72346	13178.57574	9588.568472	6510.184273	17878.1346	21003.39865	7889.504999	24367.6895	16277.30663	12006.54925	19662.59152	5660.050344	11080.02193	13608.22045	6525.232374	70072.18775	122264.8888	44970.84606	16199.16134	39357.7645	9874.832315	375848.5961	61695.87114	27087.67934	11315.27856	41452.28274	11665.10683	17924.46168	18024.16696	76476.9681	37502.08515	14894.97632	13713.80866	12788.92062	11315.27856	21395.34841	131779.2622	14224.90328	21501.69777	11202.58457	13839.02375	11872.80431	28819.85161	17709.27748	9568.484838	57777.54387	11054.02034	10772.22489	16052.39447	8277.557542	16556.31007	26842.18703	18418.97573	11159.93293
s31_dhb_rep1_0_N19_1.xy	0	5359.542623	6037.234745	5932.0902	6390.485135	7303.403006	14186.76263	11407.77557	11176.28788	9557.339594	16026.49352	16928.84768	9357.699907	25356.81222	16691.22514	11701.17479	15330.93389	8225.009976	10947.41745	12626.6206	9434.837976	48097.68197	94711.02854	29662.09255	15619.55344	25501.51013	10673.65828	211975.1762	55563.17559	19784.69155	13430.99148	30453.60412	16435.73212	16015.27636	17909.0507	60221.37792	38120.46499	18177.30736	15117.44924	14592.76747	13430.99148	20631.01829	81894.31786	20031.98122	29183.76098	15623.986	17358.57406	17136.58558	29922.47676	23654.61374	14923.59995	36590.90652	18863.8912	13784.91593	19718.19518	11972.21867	15147.29466	18994.38116	15764.03903	12776.69176
s31_dhb_rep2_0_N20_1.xy	0	14294.92002	16229.12228	15122.80336	16722.72001	17329.92886	46061.02524	34406.23074	32673.43655	27466.51216	55820.2643	57643.0884	25420.96732	95317.47489	54866.59841	35616.43438	50384.35067	19295.22097	29804.452	35207.80534	22601.65958	168287.3903	317156.6462	98279.31294	43603.63221	79397.22395	25643.10402	615260.6589	163113.153	51158.66217	30458.19792	82674.47362	35620.68226	37539.94256	42145.4972	163027.3942	96286.04636	42578.42877	34661.46113	33066.858	30458.19792	46923.41279	200670.584	43786.11775	67316.97301	32321.56178	37012.78706	36047.2726	67609.42615	51298.0319	30140.9758	81500.2713	39272.0043	27187.84373	41603.31875	22195.66363	28754.74107	38325.9991	28783.85738	21002.02609
s31_dhb_rep3_0_D5_1.xy	0	2447.250948	3103.213994	3053.411359	3263.199937	3010.826238	9721.290476	8212.642884	6842.977452	5645.046581	11706.20712	14137.61829	5390.21417	20494.80555	11987.95105	7313.047222	10505.93411	4097.025958	6500.049462	6982.020924	4735.986098	34410.12355	67027.08063	24729.15533	9646.591564	14644.58409	5190.849703	127568.7938	30239.15324	11930.71457	6220.728778	14946.08513	7397.145078	6935.278286	8369.736121	27714.82649	17695.19588	9814.115337	8172.153713	8102.161761	6220.728778	8961.617429	36142.57036	8434.130956	12823.84566	6499.229806	6837.324514	6849.073938	12202.03491	9779.714372	5478.657622	14158.67736	6915.713059	4883.18947	7220.064336	3982.591096	5401.823399	7003.666365	5361.404721	3796.513518
s31_dhb_rep4_0_D6_1.xy	0	2401.504437	3479.025645	2997.587629	3848.08385	3126.435136	13170.51779	11474.38478	8488.41342	7262.515875	16788.33612	20829.68921	6751.976474	32331.06447	16512.15806	9867.125389	14246.52662	4603.10081	9819.899117	9984.70801	6073.606338	59716.06957	106085.1756	44286.73977	13922.34088	24527.86023	7029.360775	232735.0206	54025.78904	20958.39821	8709.461655	24896.2852	9739.824666	10974.45063	13150.19721	53292.21652	31628.94846	16239.05971	12378.92896	11419.89719	8709.461655	14579.95732	71724.81328	14379.66956	21780.4097	9156.78204	10537.709	10524.22569	21871.28736	15546.83733	7913.191594	27845.92542	11781.10361	7520.939081	12636.40593	5355.126467	8363.410736	11750.77969	8114.995704	5240.227512
